Open,High,Low,Close,Volume,Spread,RSI_14,MACD,MACD_Signal,SMA_20,SMA_50,BB_Upper,BB_Lower,ATR,Volatility_20,signal,signal_strength,xgb_signal,xgb_probability,rf_signal,rf_probability,DateTime,DateOnly,HourOfDay
1.08073,1.0811,1.0801,1.0809,1989,1.9,52.49999999999915,-6.74598731087439e-05,-9.377097553175433e-05,,,,,0.0011757142857143274,,BUY,0.4,SELL,0.15209477,BUY,0.869259911967019,2023-01-01 14:00:00,2023-01-01,14
1.08044,1.08063,1.07973,1.08036,3488,1.0,50.534759358289264,-5.8387469707987805e-05,-8.669427436700102e-05,,,,,0.0012021428571428819,,BUY,0.4,SELL,0.18999447,BUY,0.8911542989199601,2023-01-01 15:00:00,2023-01-01,15
1.08036,1.08099,1.08009,1.08047,2450,1.8,49.52251023192353,-4.183914830080404e-05,-7.772324915376163e-05,,,,,0.0011257142857143013,,HOLD,0.0,SELL,0.1039493,BUY,0.8561088659026602,2023-01-01 16:00:00,2023-01-01,16
1.07876,1.08032,1.0787,1.07888,2579,1.2,38.344988344988984,-0.00015523474664780323,-9.322554865256997e-05,,,,,0.0011428571428571596,,SELL,0.4,SELL,0.097504996,BUY,0.863368747904685,2023-01-01 17:00:00,2023-01-01,17
1.07877,1.07893,1.07769,1.07871,3390,2.0,40.26927784577789,-0.00025586964852464256,-0.0001257543686269845,,,,,0.001144999999999999,,SELL,0.4,SELL,0.11072979,BUY,0.867384984575155,2023-01-01 18:00:00,2023-01-01,18
1.07828,1.07864,1.07773,1.07863,1814,0.8,41.48802017654547,-0.00033818053006906545,-0.0001682396009154007,1.080104,,1.0817319066312292,1.0784760933687707,0.0011635714285714225,,SELL,0.4,SELL,0.18037635,BUY,0.7821142985262451,2023-01-01 19:00:00,2023-01-01,19
1.07879,1.08002,1.07859,1.07869,2929,2.0,34.64788732394386,-0.0003940288785144741,-0.0002133974564352154,1.0800115,,1.081742094969185,1.0782809050308149,0.0011549999999999855,0.009875515997469742,SELL,0.4,HOLD,0.4878685,BUY,0.8580382490668157,2023-01-01 20:00:00,2023-01-01,20
1.07718,1.07785,1.07681,1.07743,4387,1.7,27.607361963190883,-0.0005338071699916291,-0.00027747939914649815,1.079869,,1.0819419831034933,1.0777960168965066,0.0012471428571428436,0.010591538992266517,HOLD,0.05000000000000002,HOLD,0.4058206,BUY,0.7313861207938323,2023-01-01 21:00:00,2023-01-01,21
1.07965,1.0797,1.07863,1.07895,1816,0.8,41.11232279171212,-0.0005159832425736255,-0.00032518016783192365,1.0797895,,1.0818760430993064,1.0777029569006935,0.0013271428571428442,0.011874105772364313,SELL,0.4,SELL,0.14057425,BUY,0.760263339832662,2023-01-01 22:00:00,2023-01-01,22
1.07834,1.07925,1.07786,1.07833,2483,1.1,40.19189765458406,-0.0005455971656211922,-0.00036926356738977735,1.0796620000000001,,1.081779382694197,1.0775446173058032,0.001362857142857126,0.011908222324196227,SELL,0.4,SELL,0.11055625,BUY,0.8236941393580905,2023-01-01 23:00:00,2023-01-01,23
1.07769,1.07769,1.07669,1.07719,2014,1.9,39.229968782518256,-0.0006535214966056913,-0.0004261151532329602,1.0795065,,1.0818691860272067,1.0771438139727931,0.0014021428571428438,0.012288350312114393,SELL,0.4,SELL,0.07528503,HOLD,0.5777172816009315,2023-01-02 00:00:00,2023-01-02,0
1.07718,1.07718,1.07654,1.07684,3878,1.5,38.62704918032843,-0.0007585502858773463,-0.0004926021797618374,1.0793495,,1.0819816452127595,1.0767173547872404,0.0013685714285714174,0.012293492191334906,SELL,0.4,SELL,0.08728142,BUY,0.6652395119985264,2023-01-02 01:00:00,2023-01-02,1
1.07536,1.07536,1.07497,1.07511,1606,1.7,30.450450450450205,-0.0009701990491430834,-0.0005881215536380867,1.0790615000000001,,1.0822041256203174,1.0759188743796828,0.001438571428571416,0.012769861506209568,HOLD,0.25,SELL,0.060593713,HOLD,0.4581137048683012,2023-01-02 02:00:00,2023-01-02,2
1.07376,1.07402,1.07304,1.07369,4553,0.8,15.60480147737752,-0.0012382406836199955,-0.0007181453796344685,1.0786919999999998,,1.0825022222617862,1.0748817777382134,0.001449999999999983,0.013170443351602886,HOLD,0.05000000000000002,SELL,0.123620786,HOLD,0.473482825065099,2023-01-02 03:00:00,2023-01-02,3
1.07416,1.07439,1.073,1.07401,1643,1.7,18.423464711273056,-0.0014086067427274696,-0.0008562376522530688,1.0783635,,1.082597643298672,1.0741293567013281,0.0014749999999999883,0.013353997548853594,HOLD,0.05000000000000002,SELL,0.09349938,HOLD,0.47890071466216033,2023-01-02 04:00:00,2023-01-02,4
1.07496,1.07511,1.0741,1.07471,5620,1.8,24.480578139114826,-0.0014701914700312457,-0.0009790284158087042,1.0780904999999998,,1.0825331614830116,1.073647838516988,0.001470000000000003,0.01377241099306358,HOLD,0.2,SELL,0.08971237,BUY,0.6064822713480064,2023-01-02 05:00:00,2023-01-02,5
1.07535,1.07661,1.07535,1.07559,1910,2.0,29.391891891891646,-0.0014314878635595107,-0.0010695203053588656,1.0779070000000002,,1.0824483473539777,1.0733656526460227,0.0015414285714285825,0.014088186316822965,HOLD,0.2,SELL,0.057717163,HOLD,0.5326618444345395,2023-01-02 06:00:00,2023-01-02,6
1.07511,1.07519,1.07459,1.07472,3900,1.4,31.294964028776278,-0.0014542529825509742,-0.0011464668407972873,1.07769,,1.0824105931830657,1.0729694068169344,0.0014864285714285869,0.014269916186292381,SELL,0.4,SELL,0.1092954,HOLD,0.5252926797472504,2023-01-02 07:00:00,2023-01-02,7
1.07416,1.07589,1.0741,1.07443,1745,1.9,30.960854092526276,-0.0014786501215608983,-0.0012129034969500096,1.077439,,1.082297394363314,1.072580605636686,0.001525714285714305,0.014114954569740771,SELL,0.4,SELL,0.094915435,HOLD,0.52146474981129,2023-01-02 08:00:00,2023-01-02,8
1.07481,1.07502,1.07455,1.07495,4396,1.3,34.246575342466045,-0.0014394324940438796,-0.0012582092963687836,1.0771295,,1.0817793646273457,1.0724796353726544,0.00149785714285717,0.012742735851173097,SELL,0.4,SELL,0.124208726,HOLD,0.5386002817131171,2023-01-02 09:00:00,2023-01-02,9
1.07407,1.07493,1.07407,1.07447,3250,1.5,32.561983471074825,-0.0014305932417835177,-0.0012926860854517305,1.076808,,1.0812444499795515,1.0723715500204485,0.0014585714285714519,0.012752524593123567,SELL,0.4,SELL,0.19352302,HOLD,0.5552823972533681,2023-01-02 10:00:00,2023-01-02,10
1.07523,1.07523,1.07445,1.07489,3058,1.7,38.721136767317056,-0.0013738605713027319,-0.0013089209826219307,1.0765345,,1.080716060902218,1.072352939097782,0.001380000000000032,0.012955916320346083,SELL,0.4,SELL,0.08682013,HOLD,0.5718451289730855,2023-01-02 11:00:00,2023-01-02,11
1.07575,1.07662,1.07531,1.07605,3856,1.8,36.69724770642161,-0.0012212197545864445,-0.0012913807370148337,1.0763135,,1.080064307772651,1.0725626922273488,0.0013414285714286045,0.013751450307272494,BUY,0.4,SELL,0.25388905,BUY,0.7046369531246848,2023-01-02 12:00:00,2023-01-02,12
1.07707,1.07707,1.07613,1.0766,2991,1.6,42.01292705447835,-0.0010438376930044235,-0.0012418721282127516,1.0761995,,1.0797553963634194,1.0726436036365805,0.0013150000000000345,0.013114808400570622,BUY,0.4,SELL,0.19655968,HOLD,0.4539333733804852,2023-01-02 13:00:00,2023-01-02,13
1.07787,1.07798,1.07746,1.07763,2025,1.5,52.052238805970084,-0.0008108023149215882,-0.001155658165554519,1.0761455,,1.079571293646044,1.072719706353956,0.0012964285714285953,0.01364192515162527,BUY,0.4,SELL,0.07659426,SELL,0.37312285497823916,2023-01-02 14:00:00,2023-01-02,14
1.0768,1.0774,1.0768,1.07737,3564,1.5,52.492944496706976,-0.0006397255678205482,-0.0010524716460077249,1.0760825,,1.0793590056804006,1.0728059943195996,0.001309285714285743,0.013658779865932728,BUY,0.4,SELL,0.21774602,HOLD,0.517842144449146,2023-01-02 15:00:00,2023-01-02,15
1.07652,1.07745,1.07652,1.07687,2084,1.5,59.36170212765919,-0.0005382867993757312,-0.0009496346766813262,1.0759915000000002,,1.0790574094984435,1.072925590501557,0.00124214285714289,0.013725812813095806,BUY,0.4,SELL,0.38097882,BUY,0.7152574232597232,2023-01-02 16:00:00,2023-01-02,16
1.07804,1.07888,1.0766,1.0776,4511,2.0,72.44546498277704,-0.0003944440400600602,-0.000838596549357073,1.076,,1.0790835932559977,1.0729164067440025,0.001257142857142893,0.013351156608198519,HOLD,0.2,SELL,0.07306891,HOLD,0.4122229514228835,2023-01-02 17:00:00,2023-01-02,17
1.07569,1.07569,1.07506,1.07542,2005,0.8,56.66982024597969,-0.00045115476663526444,-0.0007611081928127114,1.0758234999999998,,1.0785832274846414,1.0730637725153582,0.0013392857142857492,0.01410910581012485,BUY,0.4,HOLD,0.593084,BUY,0.736936408860363,2023-01-02 18:00:00,2023-01-02,18
1.07518,1.07571,1.0744,1.07529,2542,1.1,52.90000000000013,-0.00050081525307899,-0.0007090496048659671,1.0756715,,1.078172718860773,1.0731702811392267,0.0013542857142857365,0.014025409659257585,BUY,0.4,HOLD,0.49478203,BUY,0.7841676066329394,2023-01-02 19:00:00,2023-01-02,19
1.07749,1.07749,1.07651,1.07719,8613,1.3,57.25952813067169,-0.0003824487937049703,-0.0006437294426337677,1.0756715,,1.078172718860773,1.0731702811392267,0.0013757142857143054,0.015118044838396709,BUY,0.4,SELL,0.21031131,HOLD,0.5762266080081464,2023-01-02 20:00:00,2023-01-02,20
1.07823,1.0787,1.07761,1.0783,7600,0.9,65.89698046181257,-0.00019680613985095796,-0.0005543447820772057,1.0757445,,1.078464929339183,1.0730240706608172,0.0014121428571428618,0.01549208604786023,BUY,0.4,SELL,0.109112166,HOLD,0.5044389266756373,2023-01-02 21:00:00,2023-01-02,21
1.0744,1.07536,1.0744,1.07481,6742,1.6,51.31396957123115,-0.00032752136956815114,-0.0005089800995753948,1.0757295,,1.0784679088733986,1.0729910911266014,0.0015628571428571516,0.018598291645114326,HOLD,0.0,SELL,0.3027897,HOLD,0.5548321438110733,2023-01-02 22:00:00,2023-01-02,22
1.07329,1.07334,1.07302,1.07327,9643,1.8,44.57364341085229,-0.0005490501521723257,-0.0005169941100947811,1.0757085,,1.0785182744805575,1.0728987255194424,0.0016485714285714278,0.01870667295109038,SELL,0.4,SELL,0.1773036,HOLD,0.5072386289046183,2023-01-02 23:00:00,2023-01-02,23
1.07202,1.07246,1.07202,1.07222,3086,1.9,42.990654205607164,-0.0008001162906550174,-0.0005736185462068284,1.075619,,1.078752015362741,1.0724859846372592,0.0016749999999999979,0.01896669310550836,HOLD,0.25,SELL,0.1946275,HOLD,0.5567805638176886,2023-01-03 00:00:00,2023-01-03,0
1.07161,1.07282,1.07112,1.0718,8566,1.5,40.373831775701454,-0.0010212066693446875,-0.0006631361708344002,1.0754735,1.07753,1.0790264100007878,1.0719205899992121,0.001740714285714286,0.01879161160098591,SELL,0.5,SELL,0.12672016,HOLD,0.4703603280777194,2023-01-03 01:00:00,2023-01-03,1
1.07144,1.07196,1.07144,1.07164,2686,1.8,35.348837209302246,-0.0011955514769295128,-0.0007696192320534227,1.0752760000000001,1.077352,1.0792193376191954,1.0713326623808048,0.0016542857142857192,0.018451069684996112,SELL,0.65,BUY,0.88309836,BUY,0.8517213448051106,2023-01-03 02:00:00,2023-01-03,2
1.07142,1.07145,1.07092,1.07111,6162,1.9,31.73652694610766,-0.0013608010956707162,-0.0008878556047768815,1.0750955,1.0771686,1.0794545654478869,1.070736434552113,0.0016328571428571343,0.018343154659305534,SELL,0.65,BUY,0.8870724,BUY,0.8109662855905262,2023-01-03 03:00:00,2023-01-03,3
1.0718,1.07232,1.07154,1.07198,4331,2.0,31.002017484867977,-0.001405360755987406,-0.0009913566350189865,1.074973,1.0769974,1.0795433902862266,1.0704026097137733,0.001620714285714277,0.018662517885872063,SELL,0.65,SELL,0.17125621,SELL,0.23288763683480035,2023-01-03 04:00:00,2023-01-03,4
1.07242,1.0736,1.07198,1.07264,5329,1.9,34.51211525867713,-0.0013716070909250977,-0.0010674067262002088,1.0748574999999998,1.0768326000000001,1.0795455761400332,1.0701694238599664,0.0016771428571428532,0.018724194396228383,SELL,0.65,SELL,0.08402176,SELL,0.08472290640394087,2023-01-03 05:00:00,2023-01-03,5
1.07267,1.07299,1.07196,1.0724,5725,1.2,35.10992671552282,-0.001348676360851453,-0.0011236606531304578,1.074754,1.0766745999999998,1.0795678108330984,1.0699401891669016,0.0016842857142857096,0.01868726011863452,SELL,0.65,SELL,0.10413982,SELL,0.09593650793650793,2023-01-03 06:00:00,2023-01-03,6
1.07234,1.07255,1.07197,1.07243,2193,1.9,31.935709294199995,-0.0013129479955704682,-0.00116151812161846,1.0746310000000001,1.0765236,1.0795546396464846,1.0697073603535157,0.0015628571428571198,0.01860613750965311,SELL,0.65,SELL,0.065056466,SELL,0.11852685116037151,2023-01-03 07:00:00,2023-01-03,7
1.0732,1.0732,1.07209,1.07253,1802,1.6,38.18479149632025,-0.001262016108292352,-0.0011816177189532383,1.074455,1.0763568000000001,1.0794165723314302,1.0694934276685697,0.0014607142857142597,0.018089595739545303,SELL,0.65,SELL,0.1333243,SELL,0.29525919711221665,2023-01-03 08:00:00,2023-01-03,8
1.071,1.07164,1.07087,1.07123,2967,1.5,34.85074626865615,-0.0013114339617550375,-0.0012075809675135983,1.0741865000000002,1.0761598,1.0792396794056096,1.0691333205943907,0.001485714285714265,0.018270877278686235,SELL,0.65,BUY,0.8977419,BUY,0.8226233680591558,2023-01-03 09:00:00,2023-01-03,9
1.07217,1.07235,1.07183,1.07227,3664,1.5,30.382775119617435,-0.001252243573877987,-0.0012165134887864762,1.0739185,1.0759935999999999,1.0787671190112034,1.0690698809887966,0.0014085714285714099,0.018283313761370473,HOLD,0.25,HOLD,0.5551936,HOLD,0.5401769624904208,2023-01-03 10:00:00,2023-01-03,10
1.07185,1.0719,1.07156,1.07167,4611,0.9,22.443890274314626,-0.0012394620041866755,-0.001221103191866516,1.0736335,1.0758236,1.0782943482399454,1.0689726517600544,0.001351428571428559,0.018316487676144355,SELL,0.45,BUY,0.93059576,BUY,0.860336181438071,2023-01-03 11:00:00,2023-01-03,11
1.07005,1.07087,1.06973,1.07012,3482,1.3,26.759167492567357,-0.0013389697543806367,-0.0012446765043693402,1.073296,1.0756408,1.0779476161311519,1.0686443838688482,0.0012114285714285458,0.01878427692554769,SELL,0.45,BUY,0.72776073,BUY,0.6181761593323088,2023-01-03 12:00:00,2023-01-03,12
1.07148,1.07186,1.07148,1.0717,2909,0.9,42.25074037512446,-0.0012756328663061645,-0.001250867776756705,1.073001,1.0754936,1.07723272429706,1.0687692757029401,0.0012078571428571255,0.019541986668220317,HOLD,0.25,BUY,0.87478834,BUY,0.8502958368031014,2023-01-03 13:00:00,2023-01-03,13
1.07253,1.07253,1.07176,1.07204,2823,1.1,49.044585987262,-0.0011843503144950418,-0.0012375642843043726,1.072832,1.0753454,1.0769246460363633,1.0687393539636367,0.0011778571428571194,0.018501503145315693,HOLD,0.15000000000000002,BUY,0.9388067,BUY,0.840822469310863,2023-01-03 14:00:00,2023-01-03,14
1.07249,1.07266,1.07223,1.07247,4874,2.0,53.55249204665913,-0.0010650337817141864,-0.0012030581837863354,1.072691,1.075172,1.0766180446903508,1.0687639553096493,0.0011007142857142485,0.01860739652888955,HOLD,0.25,SELL,0.22874504,HOLD,0.44327719969308504,2023-01-03 15:00:00,2023-01-03,15
1.07274,1.07299,1.07256,1.07258,6158,1.3,55.01066098081089,-0.0009506401018235522,-0.0011525745673937788,1.0724605,1.0750056000000001,1.0757679618985772,1.069153038101423,0.0011007142857142485,0.017244133677559923,HOLD,0.15000000000000002,BUY,0.6709756,HOLD,0.5075109126155349,2023-01-03 16:00:00,2023-01-03,16
1.07357,1.07425,1.07263,1.07361,4856,1.5,62.65182186234748,-0.000768016676247596,-0.0010756629891645422,1.072226,1.0748706,1.0741771659132593,1.0702748340867405,0.001168571428571392,0.017178663058835343,HOLD,0.15000000000000002,SELL,0.2842399,SELL,0.34232225637193375,2023-01-03 17:00:00,2023-01-03,17
1.07253,1.07303,1.07156,1.0727,2039,2.0,53.62903225806465,-0.0006887759106111169,-0.0009982855734538571,1.0721205,1.0747152000000002,1.0736702704414092,1.070570729558591,0.0012285714285713884,0.013254729190467109,HOLD,0.15000000000000002,BUY,0.9330205,BUY,0.8764115729886669,2023-01-03 18:00:00,2023-01-03,18
1.07305,1.07389,1.07267,1.07287,4842,1.0,51.21951219512167,-0.0006052821379831652,-0.0009196848863597187,1.0721005000000001,1.074595,1.073597225900446,1.0706037740995542,0.0011999999999999472,0.012298224294847063,HOLD,0.15000000000000002,BUY,0.96340156,BUY,0.8457691676897586,2023-01-03 19:00:00,2023-01-03,19
1.0713,1.07243,1.07082,1.07145,1265,2.0,45.52309142318574,-0.0006462453401920865,-0.0008649969771261923,1.072062,1.0744497999999998,1.0735851629141926,1.0705388370858075,0.0012728571428570756,0.012709808650555238,HOLD,0.25,BUY,0.8515622,BUY,0.7321451266622568,2023-01-03 20:00:00,2023-01-03,20
1.07211,1.07305,1.07211,1.0729,1899,1.1,51.95344970906052,-0.0005553048822055651,-0.0008030585581420669,1.072117,1.0743352,1.073679266908934,1.070554733091066,0.001345714285714236,0.013543412005117588,HOLD,0.15000000000000002,BUY,0.84231013,BUY,0.8262573478840409,2023-01-03 21:00:00,2023-01-03,21
1.07311,1.07311,1.07266,1.07291,1747,1.9,51.59128978224471,-0.0004769292540711678,-0.0007378326973278871,1.0721805,1.0742196,1.0737642261193354,1.0705967738806645,0.001298571428571387,0.013523892542255436,HOLD,0.15000000000000002,SELL,0.2278512,SELL,0.31215550326365316,2023-01-03 22:00:00,2023-01-03,22
1.07309,1.07349,1.07247,1.07275,6442,1.2,57.03703703703782,-0.00042285228896243865,-0.0006748366156547974,1.0722625000000001,1.074126,1.0737813482478553,1.070743651752145,0.0012528571428571031,0.01339109848145506,HOLD,0.15000000000000002,BUY,0.81312466,BUY,0.7484663399089452,2023-01-03 23:00:00,2023-01-03,23
1.07315,1.07351,1.07228,1.07311,5375,1.5,54.1501976284583,-0.000346947518133911,-0.0006092587961506201,1.072319,1.0740091999999999,1.0738771622103287,1.0707608377896713,0.00126071428571425,0.013148607248482887,HOLD,0.15000000000000002,BUY,0.9084493,BUY,0.9019373704041744,2023-01-04 00:00:00,2023-01-04,0
1.07285,1.07373,1.07285,1.07318,2605,0.8,57.872784150157244,-0.0002779401048849106,-0.0005429950578974783,1.072346,1.0739062,1.0739457420844793,1.0707462579155207,0.0012728571428571073,0.012980282205974067,HOLD,0.15000000000000002,BUY,0.94581413,BUY,0.9013151013751579,2023-01-04 01:00:00,2023-01-04,1
1.07409,1.07461,1.07336,1.07387,5060,1.3,71.4776632302416,-0.00016566432407882914,-0.00046752891113374846,1.0724195,1.0738398,1.0741586888611503,1.0706803111388499,0.001236428571428551,0.013123357166461144,HOLD,0.04999999999999999,BUY,0.8373962,BUY,0.8280962146938954,2023-01-04 02:00:00,2023-01-04,2
1.07205,1.07246,1.07191,1.07199,1006,1.7,51.60575858250225,-0.00022578256619265602,-0.00041917964214553,1.0723975,1.0737428,1.0741472293023753,1.0706477706976245,0.0012521428571428445,0.01462911258681322,HOLD,0.25,BUY,0.9794271,BUY,0.815660459960199,2023-01-04 03:00:00,2023-01-04,3
1.07371,1.07447,1.07282,1.07373,3612,1.4,58.101629913710354,-0.00013150731353306355,-0.0003616451764230367,1.0724575,1.0737151999999999,1.07430587766704,1.0706091223329601,0.0013699999999999982,0.01575128680706256,HOLD,0.15000000000000002,BUY,0.9178117,BUY,0.8519507493111224,2023-01-04 04:00:00,2023-01-04,4
1.07366,1.0743,1.07292,1.0737,2870,1.0,56.13160518444699,-5.853943964284625e-05,-0.00030102402906699864,1.072581,1.0737154,1.0744140520996446,1.0707479479003554,0.0014242857142857193,0.015030864658179592,HOLD,0.15000000000000002,BUY,0.9475045,BUY,0.8372300060303997,2023-01-04 05:00:00,2023-01-04,5
1.07375,1.07459,1.07375,1.07409,2888,1.6,57.32298739088228,3.0407349754124624e-05,-0.000234737753302774,1.072672,1.0737169999999998,1.0746173112320359,1.0707266887679643,0.0014507142857142735,0.014723921727278481,HOLD,0.15000000000000002,BUY,0.87845165,BUY,0.8362036588887907,2023-01-04 06:00:00,2023-01-04,6
1.07485,1.07536,1.07485,1.07512,2254,0.9,57.3229873908832,0.00018191372492548652,-0.0001514074576571219,1.0728445,1.0737252000000002,1.0750145688807913,1.0706744311192087,0.0014221428571428638,0.014828228508173303,HOLD,2.7755575615628914e-17,BUY,0.8822,BUY,0.6753928509203141,2023-01-04 07:00:00,2023-01-04,7
1.07461,1.07556,1.07461,1.075,7961,0.8,62.0798319327727,0.0002889695604595399,-6.333205403378955e-05,1.0730885,1.0737134,1.075056734849062,1.0711202651509377,0.001343571428571444,0.013616534298658212,HOLD,0.15000000000000002,SELL,0.10989449,SELL,0.2796288862151923,2023-01-04 08:00:00,2023-01-04,8
1.07531,1.07531,1.07439,1.07504,2185,1.7,61.554845580404425,0.00037274299786704823,2.388295634637801e-05,1.0732555,1.0737198000000001,1.0752932435921574,1.0712177564078424,0.0013221428571428748,0.012800042960026849,HOLD,0.15000000000000002,BUY,0.75404924,BUY,0.7417665489921477,2023-01-04 09:00:00,2023-01-04,9
1.07373,1.07478,1.07373,1.07447,1397,1.4,67.6814988290395,0.0003886595884527999,9.683828276766239e-05,1.0733770000000002,1.0737206,1.0753993082174405,1.07135469178256,0.0012692857142857347,0.013010122646213628,HOLD,0.15000000000000002,HOLD,0.4975636,HOLD,0.5239303920320274,2023-01-04 10:00:00,2023-01-04,10
1.07595,1.07639,1.07541,1.07594,4838,1.4,67.75700934579373,0.0005139656398980286,0.00018026375419373563,1.0735505,1.0737404000000002,1.0758248649200346,1.0712761350799656,0.0012921428571428686,0.01372669974438673,HOLD,2.7755575615628914e-17,BUY,0.6087084,BUY,0.6645250720399709,2023-01-04 11:00:00,2023-01-04,11
1.07586,1.07631,1.07493,1.0758,2042,0.8,66.6283084004609,0.0005951146472706892,0.00026323393280912636,1.0737115,1.073767,1.0761467868630354,1.0712762131369644,0.001358571428571447,0.01376483201377846,HOLD,0.15000000000000002,SELL,0.26985595,SELL,0.31269739026863613,2023-01-04 12:00:00,2023-01-04,12
1.07402,1.07484,1.07392,1.07427,2501,1.9,57.55467196819072,0.0005298597140468431,0.0003165590890566697,1.0737445,1.0737546,1.0761918528126293,1.071297147187371,0.0014200000000000243,0.01448438981168627,HOLD,0.15000000000000002,BUY,0.8981475,BUY,0.7790778685438232,2023-01-04 13:00:00,2023-01-04,13
1.07656,1.07656,1.07608,1.07608,3098,1.5,62.901824500434145,0.0006170832311616081,0.0003766639174776574,1.0739135000000002,1.0737552,1.0765188651123079,1.0713081348876925,0.0014957142857142986,0.015217618603710325,BUY,0.65,SELL,0.35550034,SELL,0.29218104936402506,2023-01-04 14:00:00,2023-01-04,14
1.07503,1.07539,1.0743,1.07515,2134,1.2,57.96281325788223,0.0006042004228479225,0.0004221712185517104,1.0740275,1.0737262,1.0766401322681214,1.0714148677318784,0.0015600000000000058,0.015644018086200324,BUY,0.65,SELL,0.23099263,SELL,0.29280494726948547,2023-01-04 15:00:00,2023-01-04,15
1.07633,1.07718,1.0754,1.07615,2153,1.0,58.99053627760218,0.0006669936593788339,0.00047113570671713514,1.0742625000000001,1.0736966,1.0767410299123321,1.0717839700876681,0.001602857142857144,0.014940995701863054,BUY,0.65,SELL,0.12570816,HOLD,0.4191112447040792,2023-01-04 16:00:00,2023-01-04,16
1.07482,1.07607,1.07482,1.07563,4197,2.0,66.0777385159024,0.0006671080907418858,0.0005103301835220854,1.074399,1.0736618,1.0768622362110825,1.0719357637889178,0.0015578571428571189,0.014508131561238716,BUY,0.65,SELL,0.083774,SELL,0.225555230711964,2023-01-04 17:00:00,2023-01-04,17
1.07561,1.07586,1.07506,1.07537,3829,1.9,58.333333333333144,0.0006388546327986688,0.0005360350733774021,1.074522,1.0736318,1.0769169033603196,1.0721270966396803,0.0014378571428571257,0.014562510348746921,BUY,0.65,SELL,0.09400153,SELL,0.2613093063639642,2023-01-04 18:00:00,2023-01-04,18
